client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
33e3e8c180722bfb16139b0c89a3decb3d255f38ea1270e3cf1c091529f5e92d372cff97fda6a5978f3ebe9ddec09b455943b07e431f7e3841870453407acdc8	common_voice_ru_36558745.mp3	Вот так и у нас влюбленья пора: наметишь — и мчишь, ухаживая.	0	1	thirties	male			ru	
7f2d14c96e025f4986a0159df8e983272481ffd7d69ea113339e3c8f49cf674cab26f475e346760617e40b0102ad8584f446834fa930a241e9cd166c4f49b777	common_voice_ru_36578067.mp3	На пятый день были выборы уездных предводителей.	1	0					ru	
7f2d14c96e025f4986a0159df8e983272481ffd7d69ea113339e3c8f49cf674cab26f475e346760617e40b0102ad8584f446834fa930a241e9cd166c4f49b777	common_voice_ru_36578069.mp3	Я люблю то, как звучит иврит.	1	0					ru	
7f2d14c96e025f4986a0159df8e983272481ffd7d69ea113339e3c8f49cf674cab26f475e346760617e40b0102ad8584f446834fa930a241e9cd166c4f49b777	common_voice_ru_36578133.mp3	И я найду его, — говорил он себе, хмурясь больше и больше.	1	0					ru	
7f2d14c96e025f4986a0159df8e983272481ffd7d69ea113339e3c8f49cf674cab26f475e346760617e40b0102ad8584f446834fa930a241e9cd166c4f49b777	common_voice_ru_36578152.mp3	К этому Орлову поступил я ради его отца, известного государственного человека.	1	0					ru	
7f2d14c96e025f4986a0159df8e983272481ffd7d69ea113339e3c8f49cf674cab26f475e346760617e40b0102ad8584f446834fa930a241e9cd166c4f49b777	common_voice_ru_36578156.mp3	И ты с беспечального детства	0	1					ru	
7f2d14c96e025f4986a0159df8e983272481ffd7d69ea113339e3c8f49cf674cab26f475e346760617e40b0102ad8584f446834fa930a241e9cd166c4f49b777	common_voice_ru_36578208.mp3	Вронский давно уже обещал Свияжскому ехать на них.	1	0					ru	
ee54f64996805990926a60fd9bce4faf5da5704942e5a758dbed6db9485ebade9cad003c020929014281657097c9ce49000dae231118f5d97985e0b20768cf3f	common_voice_ru_36578340.mp3	Вронский вспомнил теперь, что это была Каренина.	1	0					ru	
ee54f64996805990926a60fd9bce4faf5da5704942e5a758dbed6db9485ebade9cad003c020929014281657097c9ce49000dae231118f5d97985e0b20768cf3f	common_voice_ru_36578372.mp3	Гарцуют скелеты всемирного Рима на спинах наших.	1	0					ru	
ee54f64996805990926a60fd9bce4faf5da5704942e5a758dbed6db9485ebade9cad003c020929014281657097c9ce49000dae231118f5d97985e0b20768cf3f	common_voice_ru_36578379.mp3	Женитьба для него никогда не представлялась возможностью.	1	0					ru	
ee54f64996805990926a60fd9bce4faf5da5704942e5a758dbed6db9485ebade9cad003c020929014281657097c9ce49000dae231118f5d97985e0b20768cf3f	common_voice_ru_36578381.mp3	Это было выше его понимания.	1	0					ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36599217.mp3	– Что-нибудь случилось?	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36599236.mp3	слышать	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36599350.mp3	Когда-то надо положить этому конец, к тому же мир меняется.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36599561.mp3	Был уже вечер, когда они своротили с большой дороги.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36599674.mp3	Мы сможем подробнее поговорить об этом в понедельник.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36599723.mp3	Иди давай читай энциклопедии, мне не нужен овощ вместо юзера.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36599758.mp3	Мы отмечаем это событие каждый год.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36599834.mp3	Прошло уже восемь месяцев.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36599835.mp3	А справедливость — это важное качество, принцип, ценность, в которых международное сообщество нуждается больше всего.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36599886.mp3	Так я лежал, так он стоял.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36599987.mp3	В эту минуту скрыпнула дверь.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36599989.mp3	Мы сплошные неприятности!	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36600142.mp3	Летчики-пилоты!	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36600148.mp3	Не разум.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36600238.mp3	Позвольте мне добавить несколько замечаний к вчерашнему красноречивому выступлению посла Хоффмана.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36600241.mp3	Господин Годард умышленно лгал, когда приводил на этом заседании два набора статистических данных.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36600332.mp3	Он не мог сказать ей это.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36600333.mp3	Независимость самой молодой из всех стран мира является выражением чаяний народа Южного Судана.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36600413.mp3	Я не спорю; да что он тебе так дался?	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36600415.mp3	Почему Соединенные Штаты являются единственной страной, насаждающей по всему миру свои военные базы?	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36600443.mp3	На оккупированных палестинских территориях сложилась просто невыносимая ситуация.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36600483.mp3	Тамара вскочила и вышла из комнаты, хлопнув дверью.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36600499.mp3	Это отрицательно сказывается на экспорте, особенно из развивающихся стран.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36600544.mp3	Через пять минут мы пришли к домику, ярко освещенному.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36600566.mp3	Новая сушилка была выстроена и частью придумана Левиным.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36600568.mp3	Начать такие переговоры пора было бы уже давно.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36612997.mp3	Знаешь, что Брогана нашли мертвым на стадионе «Кроук Парк».	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36612998.mp3	Хорош, нечего сказать!	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613007.mp3	Скажу правду.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613008.mp3	Мы подчеркиваем решающую роль Организации Объединенных Наций в содействии международному сотрудничеству в целях развития.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613009.mp3	— Все спят, нельзя добудиться.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613013.mp3	Каждый из них мог бы довести до сведения Генерального секретаря позицию своей группы.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613052.mp3	Снаружи все было спокойно.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613053.mp3	Они также признают важность оказания долгосрочной и устойчивой международной поддержки Афганистану.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613063.mp3	Какие действия предпринял Совет Безопасности в отношении этих ужасных расправ, которые безнаказанно продолжаются?	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613091.mp3	В своем заявлении Его Величество провозгласил молодежь главной движущей силой развития.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613093.mp3	Ну, да это после.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613107.mp3	Мое правительство готовится к решению новых задач и проблем.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613116.mp3	Слышно было, как кому-то плюнули в рот.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613118.mp3	Особого одобрения заслуживает поддержка, оказываемая секретариату Сообщества по вопросам развития стран юга Африки.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613121.mp3	Я благодарю Генерального секретаря за его выступление.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613141.mp3	У той проблемы, с которой сталкивается Сирия, есть две стороны.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613166.mp3	Конференция должна стать более открытой и инклюзивной.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613167.mp3	Однако сегодня мы оказались невинной жертвой трансграничного бедствия.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613173.mp3	В текущем году мы стали свидетелями масштабных изменений в регионе Ближнего Востока.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613182.mp3	Господи владыко, до чего мы дожили!	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613183.mp3	Однако ни у кого из нас нет оснований для самоуспокоенности.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613185.mp3	Мария	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613186.mp3	Кто облек землю в красоту ее?	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613201.mp3	– Наверное, такой же хулиган и безобразник.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613202.mp3	Но вместо этого я хочу рассказать о наших коллективных и имеющих историческое значение достижениях.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613204.mp3	Выявление достоинств и недостатков предлагаемой системы	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613206.mp3	Да она и не должна этого делать.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613218.mp3	Посмотрим, сможем ли мы предложить что-то более оригинальное в следующем году.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613233.mp3	Всякое слово в разговоре с нею получало особенное значение.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613242.mp3	Почитаем, а потом я вас полечу.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36613247.mp3	Не в вашем случае.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36622717.mp3	Особую актуальность на современном этапе приобретает проблема обеспечения международной информационной безопасности.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36622747.mp3	Я хотел бы сделать особый акцент на один конкретный элемент экономического роста и развития.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36622823.mp3	Однако нас беспокоит то, что некоторые государства-члены остаются за рамками Конвенции.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36622881.mp3	Дочь командира нечаянно попала в засаду.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36622882.mp3	Переговоры о мире на Ближнем Востоке находятся в тупике вот уже более года.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36622899.mp3	Однако для обеспечения декабрьского консенсуса потребуется взаимодействие всех государств-участников из всех регионов.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36622980.mp3	Только мне ужасно хочется.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36622981.mp3	На наш взгляд, эти предложения заслуживают дальнейшего изучения.	0	0			без акцента		ru	
1d616fa1b36f41495749a7364a4a1736a589375a5400d7ed127327df4e552dd5bbe4f71b608a9fa6da682debae8f2f391ae7afe43e3210eabd70a696623bc6fa	common_voice_ru_36623005.mp3	двадцать семь книг	0	0			без акцента		ru	
